Tm/s,Flow ,Velocity,S,Status
99.52,28.553,2.1145,"887,882",No leaking
99.52,28.566,2.1155,"887,882",No leaking
99.55,28.575,2.112,"887,882",No leaking
99.55,28.519,2.0991,"887,882",No leaking
99.52,28.368,2.0996,"887,882",No leaking
99.52,28.362,2.0962,"887,882",No leaking
99.51,28.332,2.1015,"887,882",No leaking
99.5,28.371,2.1025,"887,882",No leaking
99.5,28.405,2.1008,"887,882",No leaking
99.48,28.382,2.0916,"887,882",No leaking
99.51,28.279,2.0906,"887,882",No leaking
99.52,28.254,2.088,"887,882",No leaking
99.52,28.211,2.092,"887,882",No leaking
99.42,33.363,2.3656,"887,882",No leaking
99.47,31.737,2.295,"887,882",No leaking
99.52,30.569,2.2454,"887,882",No leaking
99.52,30.312,2.2285,"887,882",No leaking
99.53,30.088,2.2184,"887,882",No leaking
99.53,29.829,2.2015,"887,882",No leaking
99.54,29.739,2.1931,"887,882",No leaking
99.53,29.638,2.1933,"887,882",No leaking
99.53,29.671,2.197,"887,882",No leaking
99.53,29.683,2.1983,"887,882",No leaking
99.53,29.665,2.1871,"887,882",No leaking
99.52,29.516,2.1885,"887,882",No leaking
99.52,29.556,2.1836,"887,882",No leaking
99.52,29.5,2.18,"887,882",No leaking
99.52,29.442,2.1834,"887,882",No leaking
99.52,29.485,2.1771,"887,882",No leaking
99.42,29.44,2.1708,"887,882",No leaking
99.52,29.352,2.1672,"887,882",No leaking
99.52,29.273,2.1674,"887,882",No leaking
99.52,29.289,2.1666,"887,882",No leaking
99.52,29.259,2.1743,"887,882",No leaking
99.52,29.385,2.1767,"887,882",No leaking
99.52,29.466,2.1844,"887,882",No leaking
99.52,29.458,2.1763,"887,882",No leaking
99.52,29.41,2.1781,"887,882",No leaking
99.52,29.404,2.1762,"887,882",No leaking
99.52,29.381,2.172,"887,882",No leaking
99.52,29.338,2.1757,"887,882",No leaking
99.52,29.442,2.1815,"887,882",No leaking
99.5,21.612,1.5372,"887,882",Leaking
99.5,20.919,1.3006,"887,882",Leaking
99.48,18.322,1.1503,"887,882",Leaking
99.48,15.858,1.0213,"887,882",Leaking
99.48,14.216,0.9502,"887,882",Leaking
99.49,12.907,0.8942,"887,882",Leaking
99.47,12.432,0.8227,"887,882",Leaking
99.5,11.422,0.4985,"887,882",Leaking
99.54,8.2908,0.3876,"887,882",Leaking
99.51,5.0904,0.7692,"887,882",Leaking
100.3,12.501,0.865,"887,882",Leaking
100.1,11.467,0.7279,"887,882",Leaking
100,8.8379,0.5602,"887,882",Leaking
99.9,6.0202,0.5883,"887,882",Leaking
99.81,9.3455,0.8948,"887,882",Leaking
104.6,12.371,0.9826,"887,882",Leaking
95.85,13.275,0.9356,"887,882",Leaking
101.4,12.544,0.8698,"887,882",Leaking
104.6,11.343,0.7936,"887,882",Leaking
104.3,10.702,0.8397,"887,882",Leaking
103.9,10.801,0.7748,"887,882",Leaking
103.6,10.557,0.7831,"887,882",Leaking
103.3,10.357,0.5393,"887,882",Leaking
103.1,7.4628,0.5162,"887,882",Leaking
103,7.0596,0.6866,"887,882",Leaking
102.4,8.5032,0.6994,"887,882",Leaking
100.3,9.3689,0.6897,"887,882",Leaking
100.1,9.4932,0.8416,"887,882",Leaking
99.97,11.055,0.9913,"887,882",Leaking
99.93,13.125,0.9905,"887,882",Leaking
99.81,13.332,1.0117,"887,882",Leaking
99.71,13.505,1.05,"887,882",Leaking
99.73,14.169,1.0199,"887,882",Leaking
99.77,13.827,0.8924,"887,882",Leaking
99.72,12.699,0.7739,"887,882",Leaking
103.3,10.771,0.8625,"887,882",Leaking
103,11.172,0.9256,"887,882",Leaking
102.8,12.281,0.9485,"887,882",Leaking
102.7,12.744,0.8181,"887,882",Leaking
102.4,11.939,0.7198,"887,882",Leaking
90.8,9.927,0.7213,"887,882",Leaking
99.36,9.8981,0.7435,"887,882",Leaking
99.41,9.756,0.6522,"887,882",Leaking
99.47,8.4797,0.6586,"887,882",Leaking
99.5,10.238,0.8726,"887,882",Leaking
99.56,12.562,0.9559,"887,882",Leaking
99.59,12.906,0.9438,"887,882",Leaking
99.52,12.283,0.8582,"887,882",Leaking
101.3,11.142,0.7851,"887,882",Leaking
101.1,10.605,0.7837,"887,882",Leaking
99.52,29.446,2.1805,"887,882",No leaking
99.52,29.475,2.1823,"887,882",No leaking
99.52,29.439,2.1725,"887,882",No leaking
99.52,29.345,2.1723,"887,882",No leaking
99.52,29.341,2.1691,"887,882",No leaking
99.52,29.304,2.1698,"887,882",No leaking
99.52,29.3,2.1673,"887,882",No leaking
99.52,29.257,2.1572,"887,882",No leaking
99.52,29.14,2.1575,"887,882",No leaking
99.52,29.158,2.1653,"887,882",No leaking
99.52,29.251,2.1696,"887,882",No leaking
99.52,29.298,2.1656,"887,882",No leaking
99.52,29.253,2.1594,"887,882",No leaking
99.52,29.101,2.1597,"887,882",No leaking
99.52,29.172,2.1576,"887,882",No leaking
99.52,29.1491,2.1491,"887,882",No leaking
99.52,29.043,2.144,"887,882",No leaking
99.52,28.974,2.145,"887,882",No leaking
99.52,28.976,2.1436,"887,882",No leaking
99.52,28.953,2.1439,"887,882",No leaking
99.52,28.953,2.1442,"887,882",No leaking
99.52,28.978,2.1439,"887,882",No leaking
99.52,28.967,2.1462,"887,882",No leaking
99.52,28.983,2.1477,"887,882",No leaking
99.52,29.016,2.1433,"887,882",No leaking
99.52,28.971,2.1429,"887,882",No leaking
99.52,28.951,2.1395,"887,882",No leaking
99.52,28.913,2.1425,"887,882",No leaking
99.52,28.924,2.139,"887,882",No leaking
99.52,28.927,2.1373,"887,882",No leaking
99.52,28.877,2.1369,"887,882",No leaking
99.51,28.854,2.1349,"887,882",No leaking
99.51,28.814,2.1332,"887,882",No leaking
99.51,28.836,2.1356,"887,882",No leaking
99.51,28.801,2.1333,"887,882",No leaking
99.51,28.803,2.1295,"887,882",No leaking
99.51,28.749,2.1278,"887,882",No leaking
99.51,28.74,2.1272,"887,882",No leaking
99.51,28.751,2.1288,"887,882",No leaking
99.51,28.751,2.1251,"887,882",No leaking
99.51,28.708,2.1259,"887,882",No leaking
99.51,28.728,2.1283,"887,882",No leaking
99.51,28.749,2.1215,"887,882",No leaking
99.5,28.632,2.1148,"887,882",No leaking
99.5,28.582,2.1172,"887,882",No leaking
99.46,28.594,2.1084,"887,882",No leaking
99.43,28.283,1.9556,"887,882",No leaking
99.38,33.73,2.387,"887,882",No leaking
99.48,31.725,2.2955,"887,882",No leaking
99.49,31.167,2.2751,"887,882",No leaking
99.5,30.67,2.2673,"887,882",No leaking
99.51,30.58,2.2508,"887,882",No leaking
99.51,30.472,2.2552,"887,882",No leaking
99.51,30.436,2.2506,"887,882",No leaking
99.51,30.402,2.2527,"887,882",No leaking
99.51,30.447,2.2548,"887,882",No leaking
99.51,30.45,2.2519,"887,882",No leaking
99.5,30.38,2.2454,"887,882",No leaking
99.5,30.306,2.2433,"887,882",No leaking
99.5,30.344,2.2497,"887,882",No leaking
99.5,30.375,2.2477,"887,882",No leaking
99.5,30.367,2.2484,"887,882",No leaking
100.9,10.389,0.7044,"887,882",Leaking
100,9.2663,0.5721,"887,882",Leaking
100.3,7.0325,0.486,"887,882",Leaking
100.1,10.758,0.9075,"887,882",Leaking
100.1,10.758,0.9075,"887,882",Leaking
99.93,12.418,0.9476,"887,882",Leaking
99.86,12.956,0.9787,"887,882",Leaking
104.8,13.206,0.9183,"887,882",Leaking
104.6,11.872,0.5811,"887,882",Leaking
104.3,7.7525,0.5702,"887,882",Leaking
99.71,11.431,0.8704,"887,882",Leaking
99.69,11.703,0.8712,"887,882",Leaking
99.61,11.773,0.825,"887,882",Leaking
99.59,11.372,0.7826,"887,882",Leaking
99.62,10.616,0.6978,"887,882",Leaking
99.59,9.6444,0.7753,"887,882",Leaking
99.59,9.523,0.7024,"887,882",Leaking
99.42,26.071,1.6868,"887,882",Leaking
99.44,22.426,1.4434,"887,882",Leaking
99.46,16.921,1.1054,"887,882",Leaking
99.44,14.9,0.9102,"887,882",Leaking
99.46,12.123,0.4974,"887,882",Leaking
99.46,6.237,0.5971,"887,882",Leaking
99.46,2.9218,0.5358,"887,882",Leaking
99.51,7.4268,0.3992,"887,882",Leaking
99.5,5.6322,0.5519,"887,882",Leaking
99.49,7.3944,0.8896,"887,882",Leaking
999.55,11.048,0.9995,"887,882",Leaking
99.59,13.24,0.9691,"887,882",Leaking
99.56,13.339,0.9947,"887,882",Leaking
99.59,13.273,0.9498,"887,882",Leaking
99.59,13.19,0.7333,"887,882",Leaking
99.57,10.535,0.729,"887,882",Leaking
99.57,9.8827,0.8837,"887,882",Leaking
99.56,10.522,0.8551,"887,882",Leaking
99.61,11.455,0.8123,"887,882",Leaking
99.61,9.4266,0.589,"887,882",Leaking
99.61,7.7058,0.5678,"887,882",Leaking
99.59,4.824,0.3153,"887,882",Leaking
99.52,4.8798,0.5197,"887,882",Leaking
99.5,30.364,2.2428,"887,882",No leaking
99.5,30.267,2.2325,"887,882",No leaking
99.5,30.146,2.2315,"887,882",No leaking
99.5,30.142,2.2205,"887,882",No leaking
99.5,30.101,2.2286,"887,882",No leaking
99.5,30.096,2.224,"887,882",No leaking
99.5,30.038,2.2186,"887,882",No leaking
99.5,29.962,2.2144,"887,882",No leaking
99.5,29.916,2.213,"887,882",No leaking
99.5,29.894,2.2172,"887,882",No leaking
99.5,29.95,2.2133,"887,882",No leaking
99.5,29.903,2.2075,"887,882",No leaking
99.5,29.824,2.2074,"887,882",No leaking
99.5,29.817,2.2015,"887,882",No leaking
99.5,29.748,2.1997,"887,882",No leaking
99.5,29.712,2.1929,"887,882",No leaking
99.5,29.633,2.1954,"887,882",No leaking
99.5,29.635,2.1993,"887,882",No leaking
99.5,29.701,2.196,"887,882",No leaking
99.5,29.682,2.194,"887,882",No leaking
99.5,29.629,2.2,"887,882",No leaking
99.5,29.694,2.1981,"887,882",No leaking
99.5,29.707,2.1933,"887,882",No leaking
99.5,29.646,2.186,"887,882",No leaking
99.5,29.566,2.185,"887,882",No leaking
99.5,29.509,2.1894,"887,882",No leaking
99.5,29.611,2.1936,"887,882",No leaking
99.49,29.624,2.1909,"887,882",No leaking
99.5,29.572,2.1867,"887,882",No leaking
99.5,29.572,2.1867,"887,882",No leaking
99.49,29.409,2.1784,"887,882",No leaking
99.49,29.358,2.1676,"887,882",No leaking
99.49,29.226,2.1633,"887,882",No leaking
99.49,29.179,2.1571,"887,882",No leaking
99.49,29.152,2.1613,"887,882",No leaking
99.49,29.088,2.1488,"887,882",No leaking
99.49,29.823,2.1498,"887,882",No leaking
99.48,29.035,2.1523,"887,882",No leaking
99.49,29.079,2.1584,"887,882",No leaking
99.48,29.92,2.1391,"887,882",No leaking
99.48,29.964,2.1419,"887,882",No leaking
99.48,29.023,2.1449,"887,882",No leaking
99.48,28.983,2.1475,"887,882",No leaking
99.48,29.005,2.146,"887,882",No leaking
99.48,29.025,2.1449,"887,882",No leaking
99.48,28.877,2.1434,"887,882",No leaking
99.48,28.93,2.1424,"887,882",No leaking
99.49,28.909,2.1379,"887,882",No leaking
99.48,28.089,2.1308,"887,882",No leaking
99.48,28.837,2.1329,"887,882",No leaking
99.48,28.834,2.1313,"887,882",No leaking
99.48,28.794,2.1321,"887,882",No leaking
99.48,28.881,2.1317,"887,882",No leaking
99.48,28.782,2.1208,"887,882",No leaking
99.38,0.2646,0.0188,"887,882",Leaking
99.52,4.8798,0.5197,"887,882",Leaking
99.38,0.2646,0.018,"887,882",Leaking
99.38,0.252,0.0209,"887,882",Leaking
99.37,0.2952,0.021,"887,882",Leaking
99.37,0.27,0.019,"887,882",Leaking
99.37,0.2664,0.0202,"887,882",Leaking
99.37,0.2754,0.0204,"887,882",Leaking
99.36,0.2736,0.0204,"887,882",Leaking
99.36,0.288,0.0221,"887,882",Leaking
99.36,0.306,0.0221,"887,882",Leaking
99.36,0.3024,0.023,"887,882",Leaking
99.36,0.315,0.0233,"887,882",Leaking
99.36,0.3114,0.0238,"887,882",Leaking
99.36,0.3096,0.0232,"887,882",Leaking
99.36,0.3132,0.0236,"887,882",Leaking
99.36,0.3078,0.0232,"887,882",Leaking
99.35,0.279,0.0231,"887,882",Leaking
99.35,0.307,0.0219,"887,882",Leaking
99.35,0.297,0.0216,"887,882",Leaking
99.35,0.2934,0.0207,"887,882",Leaking
99.35,0.297,0.0216,"887,882",Leaking
99.35,0.2934,0.0207,"887,882",Leaking
99.34,0.2826,0.0195,"887,882",Leaking
99.34,0.2664,0.0193,"887,882",Leaking
99.34,0.2618,0.0216,"887,882",Leaking
99.34,0.208,0.0219,"887,882",Leaking
99.34,0.2952,0.0221,"887,882",Leaking
99.34,0.3006,0.0215,"887,882",Leaking
99.34,0.2952,0.021,"887,882",Leaking
99.34,0.2826,0.0217,"887,882",Leaking
99.34,0.2916,0.0216,"887,882",Leaking
99.34,0.3096,0.0229,"887,882",Leaking
99.34,0.3078,0.0235,"887,882",Leaking
99.34,0.3096,0.0229,"887,882",Leaking
99.34,0.3024,0.0215,"887,882",Leaking
99.34,0.2808,0.02,"887,882",Leaking
99.34,0.27,0.0201,"887,882",Leaking
99.34,0.2718,0.0197,"887,882",Leaking
99.34,0.2664,0.0202,"887,882",Leaking
99.33,0.2772,0.0207,"887,882",Leaking
99.33,0.2916,0.0224,"887,882",Leaking
99.33,0.2952,0.0205,"887,882",Leaking
99.33,0.2736,0.02,"887,882",Leaking
99.32,0.2718,0.0197,"887,882",Leaking
99.32,0.261,0.0189,"887,882",Leaking
99.32,0.2628,0.0207,"887,882",Leaking
99.32,0.2844,0.0216,"887,882",Leaking
99.32,0.2898,0.0204,"887,882",Leaking
99.32,0.2772,0.0211,"887,882",Leaking
99.32,0.2862,0.0208,"887,882",Leaking
99.32,0.2826,0.0206,"887,882",Leaking
99.32,0.2754,0.0194,"887,882",Leaking
99.32,0.2646,0.0197,"887,882",Leaking
99.32,0.2664,0.0195,"887,882",Leaking
99.32,0.2754,0.0209,"887,882",Leaking
99.32,0.2826,0.0199,"887,882",Leaking
99.32,0.2646,0.0208,"887,882",Leaking
99.32,0.279,0.022,"887,882",Leaking
99.32,0.2952,0.0228,"887,882",Leaking
99.32,0.3078,0.022,"887,882",Leaking
99.32,0.2988,0.0201,"887,882",Leaking
99.32,0.279,0.0199,"887,882",Leaking
99.31,0.2664,0.0204,"887,882",Leaking
99.31,0.279,0.0191,"887,882",Leaking
99.31,0.2628,0.0194,"887,882",Leaking
99.31,0.2628,0.0194,"887,882",Leaking
99.31,0.261,0.0197,"887,882",Leaking
99.48,28.764,2.1304,"887,882",No leaking
99.48,28.76,2.12,"887,882",No leaking
99.48,28.753,2.1278,"887,882",No leaking
99.47,28.753,2.1258,"887,882",No leaking
99.31,0.2646,0.0202,"887,882",Leaking
99.31,0.279,0.0212,"887,882",Leaking
99.48,28.674,2.1185,"887,882",No leaking
99.31,0.279,0.0212,"887,882",Leaking
99.3,0.2916,0.022,"887,882",Leaking
99.3,0.279,0.0209,"887,882",Leaking
99.3,0.2844,0.0207,"887,882",Leaking
99.3,0.2844,0.0219,"887,882",Leaking
99.3,0.3006,0.0224,"887,882",Leaking
99.3,0.3024,0.0219,"887,882",Leaking
99.3,0.2951,0.0217,"887,882",Leaking
99.3,0.2934,0.0215,"887,882",Leaking
99.3,0.2988,0.0228,"887,882",Leaking
99.3,0.306,0.0225,"887,882",Leaking
99.3,0.3042,0.0225,"887,882",Leaking
99.47,28.668,2.1221,"887,882",No leaking
99.47,28.656,2.1181,"887,882",No leaking
99.47,28.575,2.1114,"887,882",No leaking
99.47,28.515,2.108,"887,882",No leaking
99.47,28.447,2.1003,"887,882",No leaking
99.47,28.499,2.1144,"887,882",No leaking
99.47,28.549,2.1089,"887,882",No leaking
99.47,28.481,2.1072,"887,882",No leaking
99.47,28.47,2.1068,"887,882",No leaking
99.47,28.449,2.0992,"887,882",No leaking
99.47,28.36,2.1011,"887,882",No leaking
99.47,28.386,2.1007,"887,882",No leaking
99.47,28.377,2.102,"887,882",No leaking
99.47,28.395,2.1063,"887,882",No leaking
99.47,28.395,2.1063,"887,882",No leaking
99.47,28.452,2.1,"887,882",No leaking
99.47,28.474,2.1064,"887,882",No leaking
99.47,28.461,2.1041,"887,882",No leaking
99.47,28.427,2.1032,"887,882",No leaking
99.46,28.342,2.0939,"887,882",No leaking
99.46,28.301,2.094,"887,882",No leaking
99.46,28.305,2.1025,"887,882",No leaking
99.46,28.254,2.0946,"887,882",No leaking
99.46,28.288,2.0969,"887,882",No leaking
99.3,0.3078,0.0248,"887,882",Leaking
99.3,0.3438,0.0261,"887,882",Leaking
99.3,0.3492,0.0246,"887,882",Leaking
99.46,28.328,2.0963,"887,882",No leaking
99.46,28.314,2.0903,"887,882",No leaking
99.46,28.314,2.0903,"887,882",No leaking
99.3,0.3276,0.0223,"887,882",Leaking
99.46,28.341,2.0938,"887,882",No leaking
99.3,0.3024,0.0222,"887,882",Leaking
99.3,0.3024,0.023,"887,882",Leaking
99.3,0.3096,0.0217,"887,882",Leaking
99.3,0.2916,0.0213,"887,882",Leaking
99.3,0.2916,0.022,"887,882",Leaking
99.3,0.2988,0.0215,"887,882",Leaking
99.3,0.2898,0.0206,"887,882",Leaking
99.3,0.2808,0.021,"887,882",Leaking
99.3,0.2826,0.0207,"887,882",Leaking
99.3,0.2808,0.0209,"887,882",Leaking
99.3,0.279,0.0196,"887,882",Leaking
99.3,0.2682,0.0203,"887,882",Leaking
99.3,0.2808,0.0224,"887,882",Leaking
99.3,0.3006,0.0214,"887,882",Leaking
99.3,0.2934,0.0212,"887,882",Leaking
99.3,0.2862,0.0209,"887,882",Leaking
99.3,0.2844,0.0221,"887,882",Leaking
99.3,0.297,0.0221,"887,882",Leaking
99.3,0.297,0.0209,"887,882",Leaking
99.3,0.2952,0.0202,"887,882",Leaking
99.3,0.2754,0.0205,"887,882",Leaking
99.3,0.2844,0.0213,"887,882",Leaking
99.3,0.279,0.0199,"887,882",Leaking
99.3,0.2718,0.02,"887,882",Leaking
99.46,28.216,2.0806,"887,882",No leaking
99.44,27.426,1.9219,"887,882",No leaking
99.38,32.326,2.3369,"887,882",No leaking
99.3,0.2628,0.01,"887,882",Leaking
99.43,24.228,1.4266,"887,882",Leaking
99.43,19.276,1.2724,"887,882",Leaking
103.8,31.705,2.3074,"887,882",No leaking
96.45,31.179,2.3389,"887,882",No leaking
96.76,31.438,2.3768,"887,882",No leaking
97.05,32.038,2.3735,"887,882",No leaking
97.34,32.083,2.3635,"887,882",No leaking
97.64,31.973,2.348,"887,882",No leaking
97.95,31.786,2.3351,"887,882",No leaking
98.24,31.593,2.3299,"887,882",No leaking
98.53,31.489,2.3226,"887,882",No leaking
98.82,31.42,2.3006,"887,882",No leaking
99.11,31.221,2.2828,"887,882",No leaking
99.27,30.918,2.2635,"887,882",No leaking
99.34,30.432,2.2468,"887,882",No leaking
99.39,30.312,2.2422,"887,882",No leaking
99.42,30.29,2.2413,"887,882",No leaking
99.43,30.231,2.2337,"887,882",No leaking
99.43,30.139,2.227,"887,882",No leaking
99.44,30.051,2.223,"887,882",No leaking
99.4,17.812,1.1432,"887,882",Leaking
99.4,17.812,1.1432,"887,882",Leaking
99.38,15.726,0.9422,"887,882",Leaking
99.4,13.685,0.5569,"887,882",Leaking
99.44,9.27,0.3401,"887,882",Leaking
99.43,5.2164,0.7718,"887,882",Leaking
99.43,7.731,0.9361,"887,882",Leaking
99.45,12.155,0.9635,"887,882",Leaking
99.46,12.963,0.8307,"887,882",Leaking
99.52,9.7967,0.6301,"887,882",Leaking
99.52,9.7937,0.6301,"887,882",Leaking
99.51,8.1756,0.6871,"887,882",Leaking
99.52,10.434,0.869,"887,882",Leaking
99.48,12.357,0.9323,"887,882",Leaking
99.52,12.025,0.7758,"887,882",Leaking
99.5,10.004,0.7273,"887,882",Leaking
99.48,9.4932,0.6924,"887,882",Leaking
99.54,8.4161,0.8598,"887,882",Leaking
99.44,30.045,2.2224,"887,882",No leaking
99.44,30.011,2.216,"887,882",No leaking
99.44,29.912,2.211,"887,882",No leaking
99.54,8.2151,0.8598,"887,882",Leaking
99.55,11.761,0.9135,"887,882",Leaking
99.48,12.373,0.8652,"887,882",Leaking
99.49,11.559,0.7895,"887,882",Leaking
99.59,10.512,0.711,"887,882",Leaking
100.2,9.6192,0.7642,"887,882",Leaking
100.1,10.33,0.8885,"887,882",Leaking
99.97,12.015,0.8934,"887,882",Leaking
100,11.862,0.7472,"887,882",Leaking
90.49,9.9485,0.59,"887,882",Leaking
90.49,8.4797,0.59,"887,882",Leaking
102.2,7.9722,0.5562,"887,882",Leaking
102.6,7.2936,0.3905,"887,882",Leaking
102.3,5.6538,0.5945,"887,882",Leaking
102.1,7.4646,0.5042,"887,882",Leaking
100.1,6.9731,0.4275,"887,882",Leaking
99.87,6.0174,0.7924,"887,882",Leaking
99.8,9.4859,0.8768,"887,882",Leaking
99.8,9.4859,0.8768,"887,882",Leaking
99.71,11.75,0.842,"887,882",Leaking
99.68,11.467,0.7991,"887,882",Leaking
100.1,11.109,0.7402,"887,882",Leaking
100.1,11.109,0.7402,"887,882",Leaking
100,10.177,0.5873,"887,882",Leaking
99.89,8.649,0.4199,"887,882",Leaking
99.68,6.12,0.5519,"887,882",Leaking
99.63,6.12,0.7901,"887,882",Leaking
99.5,9.3726,0.9298,"887,882",Leaking
99.5,12.825,0.9207,"887,882",Leaking
99.55,10.657,0.6709,"887,882",Leaking
99.55,10.657,0.6709,"887,882",Leaking
99.47,8.9604,0.7083,"887,882",Leaking
99.43,10.517,0.7862,"887,882",Leaking
99.44,29.889,2.215,"887,882",No leaking
99.44,29.921,2.2159,"887,882",No leaking
99.44,29.961,2.2185,"887,882",No leaking
99.42,8.7642,0.5313,"887,882",Leaking
99.52,6.2388,0.4116,"887,882",Leaking
99.48,99.48,0.5387,"887,882",Leaking
99.54,8.8272,0.7753,"887,882",Leaking
99.57,10.384,0.7223,"887,882",Leaking
99.52,8.946,0.5053,"887,882",Leaking
99.49,7.0577,0.7176,"887,882",Leaking
99.48,11.406,1.0418,"887,882",Leaking
93.08,14.189,1.06,"887,882",Leaking
99.86,0.72,0.0106,"887,882",Leaking
103.3,0.2016,0.092,"887,882",Leaking
103.1,1.314,0.14,"887,882",Leaking
102.8,1.8792,0.1444,"887,882",Leaking
106.4,1.854,0,"887,882",Leaking
99.36,0.225,0.0602,"887,882",Leaking
99.24,0.8243,0.0615,"887,882",Leaking
99.16,0.8279,0.0664,"887,882",Leaking
99.05,1.0494,0.0832,"887,882",Leaking
99,1.1142,0.0841,"887,882",Leaking
98.98,1.1376,0.1089,"887,882",Leaking
113.7,2.8908,0,"887,882",Leaking
99.38,1.2816,0.0946,"887,882",Leaking
99.37,1.2816,0.0957,"887,882",Leaking
99.37,1.2996,0.097,"887,882",Leaking
99.37,1.3158,0.0985,"887,882",Leaking
99.37,1.3374,0.1019,"887,882",Leaking
99.36,1.4184,0.1053,"887,882",Leaking
99.37,1.4094,0.104,"887,882",Leaking
99.37,1.3788,0.1012,"887,882",Leaking
99.36,1.3662,0.1002,"887,882",Leaking
99.36,1.3518,0.0998,"887,882",Leaking
99.36,1.3554,0.0998,"887,882",Leaking
99.36,1.3518,0.0989,"887,882",Leaking
99.36,1.1574,0.0516,"887,882",Leaking
99.36,0.0378,0.0259,"887,882",Leaking
99.36,0.4824,0.0434,"887,882",Leaking
99.36,0.5868,0.0319,"887,882",Leaking
99.36,0.3132,0.0166,"887,882",Leaking
99.36,0.1746,0.0106,"887,882",Leaking
99.36,0.1512,0.0129,"887,882",Leaking
99.35,0.2322,0.0218,"887,882",Leaking
99.35,0.3402,0.0278,"887,882",Leaking
99.35,0.3816,0.0275,"887,882",Leaking
99.35,0.3438,0.0213,"887,882",Leaking
99.35,0.02412,0.0136,"887,882",Leaking
99.35,0.1728,0.0128,"887,882",Leaking
99.35,0.1854,0.0165,"887,882",Leaking
99.35,0.2484,0.023,"887,882",Leaking
99.34,0.333,0.0272,"887,882",Leaking
99.34,0.36,0.0245,"887,882",Leaking
99.34,0.3222,0.0201,"887,882",Leaking
99.34,0.261,0.0172,"887,882",Leaking
99.34,0.2322,0.0169,"887,882",Leaking
99.34,0.2376,0.021,"887,882",Leaking
99.34,0.288,0.0246,"887,882",Leaking
99.34,0.3348,0.0267,"887,882",Leaking
99.34,0.36,0.0255,"887,882",Leaking
99.34,0.3402,0.0213,"887,882",Leaking
99.34,0.288,0.0178,"887,882",Leaking
99.34,0.2448,0.0173,"887,882",Leaking
99.34,0.2358,0.0187,"887,882",Leaking
99.34,0.2556,0.0228,"887,882",Leaking
99.34,0.3042,0.0242,"887,882",Leaking
99.34,0.3258,0.0218,"887,882",Leaking
99.34,0.3006,0.0205,"887,882",Leaking
99.34,0.2754,0.0202,"887,882",Leaking
99.34,0.2772,0.0212,"887,882",Leaking
99.33,0.2826,0.0216,"887,882",Leaking
99.33,0.2898,0.0237,"887,882",Leaking
99.33,0.315,0.0223,"887,882",Leaking
99.32,0.3096,0.0201,"887,882",Leaking
99.32,0.2826,0.0181,"887,882",Leaking
99.32,0.2502,0.0197,"887,882",Leaking
99.32,0.2574,0.021,"887,882",Leaking
99.44,29.944,2.2134,"887,882",No leaking
99.44,29.899,2.2131,"887,882",No leaking
99.32,0.2044,0.0223,"887,882",Leaking
99.32,0.3024,0.0221,"887,882",Leaking
99.32,0.3024,0.0221,"887,882",Leaking
99.32,0.2952,0.0214,"887,882",Leaking
99.44,29.899,2.2163,"887,882",No leaking
99.44,29.928,2.2138,"887,882",No leaking
99.44,29.914,2.2181,"887,882",No leaking
99.44,29.952,2.2112,"887,882",No leaking
99.44,29.853,2.2002,"887,882",No leaking
99.44,29.728,2.1961,"887,882",No leaking
99.44,29.664,2.1947,"887,882",No leaking
99.44,29.656,2.1997,"887,882",No leaking
99.44,29.714,2.2003,"887,882",No leaking
99.44,29.718,2.1936,"887,882",No leaking
99.44,29.64,2.1884,"887,882",No leaking
99.32,0.2934,0.022,"887,882",Leaking
99.32,0.297,0.0216,"887,882",Leaking
99.32,0.283,0.0213,"887,882",Leaking
99.32,0.288,0.0217,"887,882",Leaking
99.32,0.3006,0.0227,"887,882",Leaking
99.32,0.3042,0.0221,"887,882",Leaking
99.32,0.2952,0.0209,"887,882",Leaking
99.32,0.279,0.0204,"887,882",Leaking
99.32,0.2718,0.019,"887,882",Leaking
99.32,0.2664,0.0213,"887,882",Leaking
99.32,0.3096,0.0241,"887,882",Leaking
99.32,0.3222,0.0221,"887,882",Leaking
99.31,0.297,0.021,"887,882",Leaking
99.44,29.563,2.1873,"887,882",No leaking
99.43,29.577,2.1895,"887,882",No leaking
99.43,29.563,2.195,"887,882",No leaking
99.44,29.593,2.1812,"887,882",No leaking
99.43,29.482,2.178,"887,882",No leaking
99.43,29.386,2.1791,"887,882",No leaking
99.43,29.437,2.1693,"887,882",No leaking
99.31,0.2844,0.0199,"887,882",Leaking
99.31,0.27,0.0211,"887,882",Leaking
99.31,0.2844,0.0215,"887,882",Leaking
99.31,0.2916,0.0216,"887,882",Leaking
99.3,0.2934,0.0225,"887,882",Leaking
99.3,0.297,0.0233,"887,882",Leaking
99.3,0.3132,0.023,"887,882",Leaking
99.3,0.3132,0.0232,"887,882",Leaking
99.3,0.3132,0.0222,"887,882",Leaking
99.3,0.3042,0.0213,"887,882",Leaking
99.3,0.2898,0.0209,"887,882",Leaking
99.3,0.2844,0.0202,"887,882",Leaking
99.3,0.288,0.0217,"887,882",Leaking
99.3,0.2952,0.0221,"887,882",Leaking
99.3,0.297,0.0212,"887,882",Leaking
99.3,0.2952,0.0207,"887,882",Leaking
99.3,0.2826,0.0209,"887,882",Leaking
99.26,0.2556,0.0191,"887,882",Leaking
99.26,0.2574,0.0209,"887,882",Leaking
